,Depot,Cliente_1,Cliente_2,Cliente_3,Cliente_4,Cliente_5,Cliente_6,Cliente_7,Cliente_8,Cliente_9,Cliente_10,Cliente_11,Cliente_12,Cliente_13,Cliente_14,Cliente_15,Cliente_16,Cliente_17,Cliente_18,Cliente_19,Cliente_20,Cliente_21,Cliente_22,Cliente_23,Cliente_24,Cliente_25,Cliente_26,Cliente_27,Cliente_28,Cliente_29,Cliente_30,Cliente_31,Cliente_32,Cliente_33,Cliente_34,Cliente_35,Cliente_36,Cliente_37,Cliente_38,Cliente_39,Cliente_40,Cliente_41,Cliente_42,Cliente_43,Cliente_44,Cliente_45,Cliente_46,Cliente_47,Cliente_48,Cliente_49,Cliente_50,Cliente_51,Cliente_52,Cliente_53,Cliente_54,Cliente_55,Cliente_56,Cliente_57,Cliente_58,Cliente_59,Cliente_60,Cliente_61,Cliente_62,Cliente_63,Cliente_64,Cliente_65,Cliente_66,Cliente_67,Cliente_68,Cliente_69,Cliente_70,Cliente_71,Cliente_72,Cliente_73,Cliente_74,Cliente_75,Cliente_76,Cliente_77,Cliente_78,Cliente_79,Cliente_80,Cliente_81,Cliente_82,Cliente_83,Cliente_84,Cliente_85,Cliente_86,Cliente_87,Cliente_88,Cliente_89,Cliente_90,Cliente_91,Cliente_92,Cliente_93,Cliente_94,Cliente_95,Cliente_96,Cliente_97,Cliente_98,Cliente_99,Cliente_100,Cliente_101,Cliente_102,Cliente_103,Cliente_104,Cliente_105,Cliente_106,Cliente_107,Cliente_108,Cliente_109,Cliente_110,Cliente_111,Cliente_112,Cliente_113,Cliente_114,Cliente_115,Cliente_116,Cliente_117,Cliente_118,Cliente_119,Cliente_120,Cliente_121,Cliente_122,Cliente_123,Cliente_124,Cliente_125,Cliente_126,Cliente_127,Cliente_128,Cliente_129,Cliente_130,Cliente_131,Cliente_132,Cliente_133,Cliente_134,Cliente_135,Cliente_136,Cliente_137,Cliente_138,Cliente_139,Cliente_140,Cliente_141,Cliente_142,Cliente_143,Cliente_144,Cliente_145,Cliente_146,Cliente_147,Cliente_148,Cliente_149
Cliente_42,6,14,26,11,20,5,15,17,36,46,31,9,11,32,15,16,14,35,4,31,14,24,28,56,29,10,38,28,25,16,14,6,18,10,30,32,5,39,15,39,25,11,0,30,8,25,41,36,31,15,15,29,13,36,24,29,6,20,11,9,23,25,14,19,41,29,8,23,24,33,36,15,21,19,24,10,34,7,32,52,41,32,33,18,30,15,41,43,30,21,15,39,16,19,14,14,16,49,10,12,15,7,15,14,27,26,29,44,40,18,41,26,14,39,5,31,22,27,7,6,39,41,28,15,20,49,15,9,31,15,45,11,19,16,20,10,14,15,20,14,9,23,12,16,25,23,31,23,26,15
Cliente_43,30,31,19,30,15,32,27,22,9,19,11,31,30,11,27,30,28,8,31,9,26,16,11,29,10,31,12,24,22,26,30,30,23,29,15,9,32,12,27,14,20,30,31,0,32,22,21,10,8,28,27,18,28,9,18,25,30,20,32,31,14,14,28,43,18,8,27,15,13,16,9,27,20,20,16,31,53,29,9,25,21,2,10,18,16,32,21,16,17,21,28,13,22,18,30,26,29,22,29,29,27,30,27,27,10,21,10,17,14,20,17,18,30,12,31,32,14,10,29,33,12,21,52,27,18,23,29,28,8,28,19,30,33,30,20,34,26,27,15,31,30,17,25,29,13,20,14,14,22,31
Cliente_44,8,17,24,8,18,5,17,15,33,44,29,9,13,30,17,14,17,33,8,29,17,22,25,54,26,8,36,25,23,19,17,3,15,11,28,30,5,37,13,37,23,13,7,28,0,23,39,34,28,17,17,26,15,34,22,26,7,18,9,9,21,23,17,20,39,27,10,20,22,31,33,17,19,18,22,8,38,10,30,49,39,30,30,15,28,18,39,41,28,19,14,37,14,17,16,13,18,47,12,10,17,8,17,14,25,24,27,42,38,16,39,24,17,37,10,30,19,25,10,4,37,39,29,17,18,47,17,6,28,18,43,13,21,19,18,11,14,17,18,17,12,21,13,19,23,21,29,20,24,18
Cliente_45,22,19,7,22,9,24,16,14,20,28,22,22,22,15,16,22,17,19,23,22,16,8,15,43,14,23,20,6,0,17,20,22,17,21,7,15,24,21,19,17,5,20,23,21,24,0,18,21,21,17,16,4,18,20,7,10,22,7,24,22,9,11,18,34,17,16,19,8,10,8,20,16,7,12,8,23,44,20,14,39,18,23,17,10,10,20,18,25,6,7,20,19,14,10,18,18,19,36,20,21,16,22,16,19,18,2,20,31,23,13,17,8,20,22,23,18,12,18,21,25,22,18,44,16,10,36,17,20,21,16,27,22,20,18,7,26,16,16,9,19,22,6,17,19,16,4,12,8,3,21
Cliente_46,37,35,18,37,24,39,33,29,18,24,26,38,37,14,33,37,33,17,38,26,33,22,21,41,21,38,16,23,18,34,36,37,31,36,12,13,39,17,34,13,22,37,38,23,39,18,0,17,23,34,33,15,34,18,21,27,37,22,39,38,23,24,35,50,13,19,34,23,23,10,18,33,21,27,22,38,50,36,12,37,0,21,15,26,14,36,0,21,12,22,35,16,29,25,36,33,35,34,36,36,33,37,33,34,25,17,26,25,19,28,13,18,36,19,38,31,26,24,36,40,19,0,59,33,25,35,33,35,23,32,23,37,36,34,22,41,33,33,24,35,37,20,32,35,24,21,16,23,21,37
Cliente_47,35,36,19,35,20,37,32,27,4,15,18,36,35,12,32,35,33,5,36,14,31,21,16,29,14,36,4,26,20,32,35,35,28,34,15,9,37,4,32,8,22,35,36,12,37,20,17,0,11,33,32,17,32,7,22,28,35,23,37,36,19,19,33,48,12,14,32,20,18,14,5,32,22,25,21,36,46,34,10,25,17,11,11,23,15,36,17,8,15,22,33,5,27,23,35,31,34,22,34,34,32,35,32,32,16,20,14,14,5,25,12,19,35,4,36,27,20,16,34,38,4,17,57,32,23,23,34,34,15,33,14,35,36,35,23,40,31,32,20,36,36,21,30,34,18,22,15,19,24,36
Cliente_48,28,33,21,28,17,30,29,20,9,18,14,29,28,13,29,28,30,10,29,6,28,18,13,28,11,29,12,25,24,28,32,28,22,27,17,11,30,11,25,16,22,28,29,9,30,24,23,8,0,30,29,20,26,12,20,27,28,22,30,29,16,16,30,41,20,10,25,16,15,18,8,29,22,22,18,29,49,27,11,23,23,8,12,20,18,34,23,15,19,23,26,12,20,20,32,24,31,21,27,27,29,28,29,25,10,23,8,16,12,18,19,20,32,11,29,30,14,10,27,31,11,23,50,29,20,21,30,26,12,30,17,28,34,32,22,32,23,29,17,33,28,19,23,31,15,22,16,16,24,33
Cliente_49,11,8,21,18,17,13,4,12,31,42,27,12,5,28,4,19,8,31,12,27,9,20,23,52,25,14,34,17,19,8,8,14,18,10,24,28,13,35,13,34,15,4,12,26,16,19,36,32,26,0,4,23,6,32,20,19,11,15,19,12,20,21,7,24,35,25,9,20,20,27,32,4,16,10,20,14,34,9,28,48,36,28,29,13,25,13,36,39,25,17,11,35,13,13,4,8,10,45,7,12,4,11,4,8,23,21,25,40,36,11,35,20,8,35,11,24,17,23,9,14,35,36,34,4,13,45,9,14,26,11,41,6,13,11,14,15,8,4,17,8,11,19,9,10,21,17,26,20,16,10
Cliente_50,14,12,17,19,13,16,0,9,28,38,25,15,8,24,0,20,10,27,15,24,8,17,20,48,21,17,30,13,15,7,12,17,18,14,20,24,16,31,13,30,11,7,15,24,19,15,32,28,24,5,0,19,6,28,16,15,14,11,21,15,16,17,7,28,32,22,12,16,16,24,28,0,12,6,17,17,37,12,24,44,32,28,25,11,21,15,32,35,21,13,11,31,10,10,6,8,11,41,12,14,0,14,0,8,21,17,23,36,33,9,32,17,12,31,14,19,15,21,13,17,31,32,37,0,9,42,10,17,24,12,37,9,14,12,11,18,8,0,13,12,14,16,10,11,18,14,22,16,13,13
Cliente_51,25,23,6,25,12,27,20,17,16,24,25,26,25,12,20,25,21,16,26,25,20,12,17,40,16,26,16,10,4,21,24,25,20,24,4,12,27,18,22,14,9,25,26,21,27,4,15,18,22,21,20,0,22,17,10,14,25,10,27,26,12,14,22,38,14,17,22,12,13,6,17,20,10,15,12,26,48,24,11,36,15,20,14,14,6,24,15,22,4,10,23,16,17,13,22,21,23,33,24,24,20,25,20,22,22,4,25,28,20,16,14,8,24,18,26,22,16,21,24,28,18,15,47,20,13,34,21,23,22,20,24,25,24,22,10,29,20,20,12,23,25,10,20,23,18,8,9,12,7,25
Cliente_52,12,12,21,16,16,14,5,10,31,41,26,12,7,27,5,16,12,30,13,26,11,20,23,51,24,14,34,17,19,10,12,15,15,11,25,28,14,34,10,35,15,7,12,25,17,19,36,32,25,5,5,22,0,31,20,18,12,14,18,12,18,20,10,25,36,25,9,18,19,28,31,5,15,10,20,14,35,10,27,47,36,27,28,12,26,16,36,38,24,17,8,34,11,12,8,5,14,44,7,11,5,12,5,5,22,20,24,39,36,10,36,21,12,34,12,23,16,22,10,15,34,36,34,5,13,45,12,14,25,15,40,6,16,15,14,16,6,5,16,12,11,19,7,14,20,17,26,18,16,13
Cliente_53,32,33,17,32,17,34,29,24,4,16,14,32,31,9,29,32,30,3,33,12,28,17,13,27,11,33,7,24,19,28,32,32,25,31,13,6,34,8,29,8,20,32,33,9,34,19,18,6,9,30,29,16,29,0,20,26,32,21,34,32,16,16,30,44,12,10,29,16,14,13,4,29,20,22,17,33,46,30,6,23,18,7,7,20,13,34,18,12,15,21,30,7,24,20,31,28,31,21,30,31,29,32,29,28,13,19,12,15,10,22,12,16,32,8,33,27,17,13,31,35,8,18,54,29,20,21,30,30,11,30,15,32,34,32,21,36,28,29,17,33,32,19,27,31,15,20,12,16,23,33
Cliente_54,21,20,8,20,6,22,17,13,20,30,18,21,20,14,17,21,18,19,22,18,18,4,11,40,11,22,22,10,8,18,21,21,14,20,11,16,22,23,18,21,6,20,22,18,23,8,23,20,18,18,17,11,18,20,0,11,20,7,23,21,5,8,20,33,22,13,18,5,7,14,20,17,6,12,4,22,43,19,16,36,23,20,17,10,12,21,23,27,14,7,18,22,13,10,19,16,20,33,19,20,17,20,17,17,15,9,17,28,24,10,22,8,21,23,22,20,9,14,20,24,23,23,42,17,10,33,18,19,18,17,29,20,21,18,7,25,16,17,6,20,21,3,16,20,12,6,11,5,8,22
Cliente_55,23,18,9,22,10,24,15,15,23,31,22,23,20,18,15,23,15,22,24,22,14,8,15,43,15,23,23,3,5,15,18,23,17,22,12,18,24,25,20,22,4,18,24,21,25,5,24,24,22,16,15,9,16,23,7,0,22,10,25,23,9,11,16,35,24,17,20,9,10,14,23,15,6,10,8,23,42,21,17,39,24,24,20,11,13,18,24,29,11,9,20,23,15,12,17,18,17,36,21,22,15,22,15,18,18,7,20,31,27,14,24,9,18,25,24,16,12,18,22,25,25,24,44,15,11,37,16,21,22,15,30,20,18,16,9,27,14,15,10,18,23,7,18,17,16,6,14,9,3,19
Cliente_56,6,13,25,10,19,5,14,16,34,44,30,4,10,30,14,14,13,34,5,30,14,23,26,54,27,5,37,26,24,15,13,5,16,4,28,31,5,37,14,38,24,10,6,29,8,24,40,35,29,14,14,27,12,34,23,27,0,19,10,4,21,23,14,18,39,28,5,21,22,31,34,14,20,18,23,5,34,8,30,50,40,30,31,16,29,15,40,41,29,20,12,38,14,18,13,12,15,47,9,7,14,1,14,13,26,25,28,42,39,17,39,24,13,37,8,31,20,26,10,6,38,40,27,14,18,48,14,5,29,15,44,10,18,16,19,8,13,14,19,13,11,22,10,15,23,22,30,21,24,15
Cliente_57,19,15,9,18,4,20,13,9,20,30,20,19,17,18,13,19,13,19,20,20,12,8,15,40,13,20,23,11,8,12,16,19,15,18,12,18,20,25,16,22,8,17,20,20,21,8,24,20,20,14,13,11,15,20,8,12,18,0,21,19,7,11,14,31,24,16,16,7,10,15,20,13,4,6,8,20,42,17,17,36,24,20,17,7,13,16,24,28,13,4,16,23,10,4,16,14,14,33,17,18,13,18,13,15,17,9,18,28,25,7,24,8,16,23,20,16,11,16,18,22,23,24,40,13,4,34,13,17,20,12,29,17,16,14,1,23,12,13,4,15,19,8,14,15,14,6,14,7,8,17
Cliente_58,12,20,25,5,19,8,20,16,34,44,30,11,17,31,20,13,20,34,11,30,21,23,26,54,27,10,37,26,24,22,20,6,16,14,28,31,8,38,14,38,24,17,11,29,8,24,40,35,29,20,20,27,16,34,23,27,10,19,0,11,22,24,21,19,40,28,13,21,22,31,34,20,20,19,23,10,41,14,31,50,40,31,31,16,29,22,40,42,29,20,15,38,15,18,20,14,22,48,16,12,20,11,20,15,26,25,28,42,39,17,39,24,20,38,14,30,20,26,14,9,38,40,28,20,18,48,21,8,29,22,44,17,24,22,19,11,14,20,19,20,15,22,14,22,24,22,30,21,24,22
Cliente_59,7,14,25,11,19,8,14,16,34,44,30,0,10,30,14,15,14,34,8,30,14,23,26,54,27,5,37,26,24,16,14,7,16,4,28,31,8,37,13,38,24,10,10,29,9,24,40,35,29,14,14,27,11,34,23,27,4,19,12,0,21,23,14,21,39,28,5,21,22,31,34,14,20,18,23,5,35,8,30,50,40,31,31,16,29,15,40,41,29,20,11,38,14,18,13,12,15,47,9,4,14,3,14,12,26,25,28,42,39,17,39,24,14,38,9,30,20,26,10,9,38,40,30,14,18,48,14,5,29,16,44,10,18,17,19,12,13,14,19,14,11,22,10,16,23,22,30,21,24,16
Cliente_60,21,21,11,21,6,23,20,13,14,25,19,22,21,11,20,21,18,14,22,19,18,2,9,35,8,22,17,12,11,19,22,21,14,20,14,13,23,18,18,20,8,21,22,17,23,11,24,15,16,19,20,14,18,15,6,14,21,10,23,22,0,7,20,34,24,11,18,3,7,17,15,20,9,12,2,22,44,20,12,31,24,15,12,10,15,22,24,22,16,10,19,18,13,10,22,17,21,28,20,20,20,21,20,18,15,12,17,23,20,11,24,10,22,18,22,21,9,15,20,24,18,24,43,20,10,28,19,19,16,18,24,21,22,19,10,26,16,20,6,21,21,6,16,22,10,9,11,3,10,24
Cliente_61,22,23,13,21,8,23,19,14,18,28,15,22,21,14,19,22,20,17,23,15,17,7,8,38,11,22,21,15,13,18,22,22,14,21,17,14,23,21,19,22,11,21,23,15,24,13,26,19,15,20,19,17,19,18,10,16,21,12,24,22,6,0,19,34,26,12,19,6,4,20,18,19,12,12,7,22,44,20,14,34,26,16,15,10,17,23,26,25,19,12,19,22,14,10,21,17,20,31,20,21,19,21,19,18,12,15,13,26,23,10,26,13,22,21,22,23,4,11,20,24,21,26,43,19,10,32,20,20,15,20,27,21,24,22,11,26,16,19,8,23,22,9,16,21,7,11,15,6,13,23
Cliente_62,13,10,21,20,16,14,7,14,30,41,29,13,7,27,7,21,7,30,14,29,4,19,22,50,24,16,33,18,20,3,7,15,20,12,24,27,14,34,17,34,16,7,11,28,17,20,36,31,28,7,7,23,11,30,19,19,12,14,20,13,19,20,0,26,36,24,10,19,19,27,30,7,16,10,19,16,34,9,27,46,36,31,28,15,25,13,36,38,25,16,15,34,15,13,4,13,8,44,10,15,7,12,7,13,25,21,27,38,35,14,35,20,7,34,11,23,19,25,9,15,34,36,35,7,12,44,7,16,28,10,40,7,11,10,13,17,13,7,16,10,11,18,12,9,23,18,26,19,17,9
Cliente_63,13,22,31,17,25,14,22,22,40,50,36,16,18,37,22,20,22,40,12,36,22,29,32,60,33,16,43,32,30,24,22,13,22,17,34,37,14,44,20,44,30,18,14,35,14,30,46,41,35,22,22,33,20,40,29,33,14,25,17,16,28,30,22,0,46,34,15,27,29,38,40,22,26,25,29,16,43,16,37,56,46,37,37,22,35,23,46,48,35,26,21,44,21,24,21,20,23,54,17,18,22,14,22,21,32,31,34,48,45,23,46,30,22,44,16,36,26,32,15,15,44,46,24,22,24,54,22,14,35,23,50,18,26,24,25,13,20,22,25,22,17,28,19,24,30,28,36,27,30,23
Cliente_64,38,36,19,38,24,40,34,30,13,14,24,38,37,15,34,38,34,13,39,22,34,23,21,31,21,38,9,23,18,34,37,38,32,37,12,13,40,9,35,8,22,37,39,19,40,18,14,12,19,35,34,15,35,12,22,25,38,23,40,38,24,25,36,50,0,19,35,23,23,10,14,34,22,28,23,38,40,36,13,27,14,18,16,26,14,37,14,13,12,23,35,9,30,26,36,33,35,24,36,37,34,38,34,34,24,18,23,14,11,28,1,19,37,11,39,21,27,23,37,40,13,14,59,34,26,24,34,36,22,33,12,38,37,34,23,42,33,34,24,36,38,21,33,36,24,22,17,23,21,38
Cliente_65,25,26,16,24,11,26,22,17,12,23,14,25,24,10,22,25,22,12,26,14,20,12,5,33,8,25,15,18,16,21,24,24,18,24,15,9,26,16,22,17,14,24,26,15,26,16,21,13,14,22,22,18,22,13,12,19,24,14,27,25,10,9,22,37,20,0,21,10,7,16,13,22,14,15,12,25,47,23,9,29,21,13,10,13,16,26,21,20,17,15,22,16,17,12,24,20,23,26,23,24,22,24,22,21,11,18,13,21,18,14,20,14,24,16,25,26,12,11,23,27,16,21,46,22,13,26,23,23,13,23,22,24,27,24,14,29,20,22,11,26,25,12,19,24,8,14,14,10,16,26
Cliente_66,6,11,21,14,15,8,12,12,30,41,26,5,9,27,12,15,12,30,7,26,13,19,22,51,24,9,33,22,20,14,12,9,14,3,25,27,8,34,10,34,20,9,8,26,11,20,36,31,26,11,12,24,8,31,19,24,6,15,14,5,18,20,13,19,36,24,0,18,19,28,30,12,16,14,19,9,32,7,27,46,36,27,28,13,25,12,36,38,25,16,8,34,10,14,12,9,14,44,8,6,12,6,12,9,22,21,24,39,36,13,36,21,12,34,9,27,16,22,7,9,34,36,28,12,15,44,13,8,26,12,40,9,16,14,15,10,10,12,15,11,9,18,7,14,20,18,26,18,21,13
Cliente_67,19,19,10,19,4,21,17,11,15,25,18,20,19,11,17,19,16,14,20,17,16,3,9,35,8,20,17,12,10,16,19,19,13,18,14,14,21,18,16,21,8,19,20,17,21,10,25,15,17,18,17,13,16,15,6,13,19,7,21,20,2,4,18,32,25,11,16,0,5,17,15,17,8,10,3,20,42,18,13,31,25,15,12,8,14,19,25,22,16,8,17,18,11,8,20,15,18,28,18,18,17,19,17,16,14,11,16,23,20,9,25,10,19,18,20,19,8,14,18,22,18,25,41,17,8,28,16,18,17,16,24,19,19,17,7,24,15,17,4,19,20,6,14,18,10,8,11,1,10,20
Cliente_68,18,19,10,18,6,20,15,10,18,29,16,18,18,15,15,18,16,18,19,16,14,6,10,38,12,19,21,11,10,14,18,18,11,17,13,15,20,22,15,23,8,18,19,15,20,10,25,19,16,16,15,13,15,18,6,13,18,8,20,18,6,4,16,30,24,12,15,5,0,16,18,15,8,8,6,19,41,16,15,34,25,17,16,6,14,20,25,26,16,9,16,22,10,6,18,14,17,32,17,17,15,18,15,15,12,11,14,26,23,8,24,9,18,22,19,19,6,12,17,21,22,25,40,15,6,32,16,16,16,16,28,18,20,18,8,22,14,15,6,19,18,5,13,17,10,8,15,5,10,19
Cliente_69,30,28,9,29,16,31,26,22,13,20,21,30,29,10,26,30,25,13,30,21,25,15,16,37,16,30,12,14,9,26,28,29,23,28,3,8,31,14,26,10,14,29,30,18,31,9,10,13,18,26,26,6,27,13,13,18,29,15,31,30,15,17,27,42,9,14,26,15,16,0,14,26,14,20,15,30,46,28,8,33,10,16,11,18,5,28,10,18,3,14,27,12,22,18,28,25,27,30,28,28,26,29,26,26,20,8,22,21,16,20,9,11,28,14,30,26,19,20,28,32,14,10,51,26,18,30,26,28,18,25,19,29,28,26,15,34,25,26,16,28,30,13,24,27,19,12,8,15,11,29
Cliente_70,32,34,17,32,17,34,30,24,2,16,15,33,32,10,30,32,30,3,33,11,28,18,13,26,12,33,5,25,20,29,32,32,25,31,13,6,34,6,29,10,21,32,33,9,34,20,19,3,8,30,30,17,30,5,20,27,32,22,34,33,16,16,30,45,13,11,29,17,15,14,0,30,21,22,18,33,48,31,7,22,19,8,8,20,14,34,19,10,16,21,30,6,24,20,32,28,31,19,31,31,30,32,30,29,13,19,11,14,7,22,13,16,32,6,33,28,17,13,31,35,6,19,54,30,20,20,31,31,12,31,15,32,35,32,22,37,28,30,17,34,33,20,27,31,16,21,12,16,23,34
Cliente_71,14,12,17,19,13,16,0,9,28,38,25,15,8,24,0,20,10,27,15,24,8,17,20,48,21,17,30,13,15,7,12,17,18,14,20,24,16,31,13,30,11,7,15,24,19,15,32,28,24,5,0,19,6,28,16,15,14,11,21,15,16,17,7,28,32,22,12,16,16,24,28,0,12,6,17,17,37,12,24,44,32,28,25,11,21,15,32,35,21,13,11,31,10,10,6,8,11,41,12,14,0,14,0,8,21,17,23,36,33,9,32,17,12,31,14,19,15,21,13,17,31,32,37,0,9,42,10,17,24,12,37,9,14,12,11,18,8,0,13,12,14,16,10,11,18,14,22,16,13,13
Cliente_72,19,16,6,19,6,21,14,11,20,29,21,20,19,15,14,19,14,20,20,21,14,7,14,42,14,20,21,8,5,14,17,19,15,18,10,15,21,22,16,20,5,17,20,20,21,5,22,22,20,15,14,9,16,20,6,10,19,5,21,20,8,10,16,32,21,16,16,8,9,13,21,14,0,9,7,20,42,18,15,38,22,22,18,8,11,17,22,26,10,4,17,20,11,7,16,15,16,35,18,18,14,19,14,16,17,6,19,30,24,10,21,6,17,23,20,16,11,17,18,22,23,22,41,14,8,36,14,18,20,13,28,18,17,14,4,24,13,14,6,16,20,4,14,16,15,3,12,8,6,18
Cliente_73,18,16,14,17,9,19,8,8,23,34,21,18,13,20,8,18,11,23,18,21,9,12,15,43,16,18,26,12,12,9,13,18,16,17,17,20,19,27,15,27,10,12,18,20,20,12,29,24,20,9,8,16,10,23,12,13,17,7,20,18,12,13,11,30,28,17,15,12,12,20,23,8,9,0,12,18,40,16,20,39,29,24,20,8,18,16,29,31,18,9,14,27,10,6,10,10,12,37,16,17,8,17,8,12,17,14,19,31,28,7,28,13,13,27,18,19,11,17,16,20,27,29,39,8,5,37,11,16,20,13,33,13,16,13,6,22,7,8,9,16,17,11,13,12,16,11,18,12,11,14
Cliente_74,20,20,9,20,5,22,18,12,16,26,18,20,20,12,18,20,17,16,21,18,17,0,10,36,9,21,19,11,9,18,21,20,13,19,13,15,22,20,17,22,7,20,21,17,22,9,24,17,17,18,18,12,17,16,5,12,20,9,22,20,3,6,19,33,24,12,17,2,6,16,16,18,8,11,0,21,43,19,15,32,24,17,14,9,13,20,24,24,15,8,18,20,12,9,21,16,20,30,19,19,18,20,18,17,14,10,16,24,21,10,24,9,21,20,21,20,8,14,19,23,20,24,42,18,9,30,18,18,17,17,26,20,20,18,9,24,15,18,5,20,20,5,15,20,11,7,12,3,9,23
Cliente_75,11,18,21,8,16,8,17,13,31,41,26,6,15,27,17,11,18,30,11,26,19,20,23,51,24,0,34,22,20,20,18,4,13,9,25,28,8,34,10,35,20,15,10,26,7,20,36,32,26,17,17,24,13,31,20,24,6,16,8,6,18,20,19,18,36,25,10,18,19,28,31,17,17,15,20,0,39,13,27,47,36,27,28,13,25,19,36,38,26,17,12,34,11,14,18,11,20,44,14,7,17,6,17,12,23,22,25,39,36,14,36,21,18,34,13,27,17,22,14,8,34,36,28,17,15,45,19,3,26,20,40,15,24,21,15,11,11,17,16,18,16,19,10,20,20,18,26,18,21,20
Cliente_76,38,33,49,44,44,39,38,42,60,53,56,38,36,56,38,45,37,60,39,56,38,48,52,60,53,41,55,47,48,39,37,40,44,37,52,57,39,54,41,55,45,36,36,56,42,48,64,61,56,38,38,52,38,61,48,48,37,44,46,38,47,50,38,51,51,54,36,47,49,56,60,38,44,43,48,41,0,34,57,56,64,57,58,42,53,34,64,56,53,44,40,54,40,44,37,38,37,53,34,39,38,37,38,39,52,49,54,51,56,43,52,49,37,57,36,46,46,52,34,40,59,64,60,38,44,53,37,41,56,35,52,36,38,36,44,42,40,38,44,33,36,47,37,39,50,46,54,47,46,36
Cliente_77,6,9,23,14,17,8,11,14,32,43,28,8,8,29,11,17,11,32,5,28,10,21,24,53,26,9,35,23,22,11,11,9,16,7,27,29,8,36,14,36,22,8,4,28,11,22,38,33,28,11,11,26,10,33,21,25,6,17,14,8,20,22,10,19,38,26,5,20,21,30,33,11,18,16,21,9,30,0,29,49,38,29,30,15,27,10,38,40,27,18,12,36,13,16,10,11,12,46,7,10,11,6,11,11,24,23,26,41,38,15,38,23,11,36,3,27,19,24,2,9,36,38,28,11,17,46,11,9,28,11,42,8,15,12,17,10,12,11,17,9,4,20,9,13,22,20,28,20,23,10
Cliente_78,28,29,12,28,14,30,25,20,5,19,14,28,28,5,25,28,26,5,29,14,24,15,9,29,8,29,8,20,15,24,28,28,21,27,9,1,30,9,25,9,16,28,29,10,30,15,14,7,11,26,25,12,25,5,16,22,28,17,30,28,13,12,26,40,13,6,25,14,10,9,6,25,16,18,15,29,50,26,0,25,14,9,3,16,9,30,14,13,11,16,26,9,20,16,27,24,27,22,26,27,25,28,25,25,12,14,14,17,11,18,13,12,28,9,29,29,13,12,27,31,9,14,50,25,16,23,26,26,11,26,18,28,30,28,17,32,24,25,14,29,28,15,23,27,11,16,8,13,18,29
Cliente_79,45,46,33,44,29,46,42,37,22,19,27,45,44,26,42,45,42,22,46,22,40,30,25,11,24,45,24,38,36,41,44,44,35,43,30,24,46,24,42,29,34,44,45,22,46,36,35,21,18,42,42,33,42,24,32,37,44,34,46,45,28,29,42,57,25,23,41,29,27,30,21,42,34,35,30,45,46,43,23,0,35,20,24,33,30,46,35,28,32,35,42,25,37,32,44,40,43,11,43,44,42,44,42,41,24,35,18,17,25,31,26,32,44,24,45,31,27,23,43,47,24,35,66,42,32,11,43,43,24,43,18,44,47,44,34,49,40,42,29,46,45,32,39,44,28,34,28,28,36,46
Cliente_80,37,35,18,37,24,39,33,29,18,24,26,38,37,14,33,37,33,17,38,26,33,22,21,41,21,38,16,23,18,34,36,37,31,36,12,13,39,17,34,13,22,37,38,23,39,18,0,17,23,34,33,15,34,18,21,27,37,22,39,38,23,24,35,50,13,19,34,23,23,10,18,33,21,27,22,38,50,36,12,37,0,21,15,26,14,36,0,21,12,22,35,16,29,25,36,33,35,34,36,36,33,37,33,34,25,17,26,25,19,28,13,18,36,19,38,31,26,24,36,40,19,0,59,33,25,35,33,35,23,32,23,37,36,34,22,41,33,33,24,35,37,20,32,35,24,21,16,23,21,37
Cliente_81,31,32,20,31,16,32,28,23,10,20,12,31,30,12,28,31,29,9,32,9,26,16,12,30,10,32,12,24,23,27,31,31,24,30,16,10,32,13,28,14,20,30,32,3,33,23,21,10,7,29,28,19,28,10,19,26,30,21,33,31,15,15,28,43,18,9,28,15,13,16,10,28,21,21,16,32,53,29,10,26,21,0,10,19,16,32,21,17,18,22,28,13,23,19,30,26,30,23,29,30,28,30,28,28,10,22,10,18,15,18,18,19,31,13,32,32,14,10,30,34,13,21,52,28,19,24,29,29,9,29,19,30,33,31,20,35,26,28,16,32,31,18,26,30,14,20,15,15,22,32
Cliente_82,30,31,14,30,15,32,27,22,7,21,16,30,30,2,27,30,28,7,31,16,26,17,11,31,9,31,10,21,16,26,30,30,23,29,10,3,32,11,27,11,17,30,31,12,32,16,15,9,13,28,27,13,27,8,17,23,30,18,32,30,15,14,28,42,15,8,27,16,12,10,8,27,17,20,17,31,52,28,4,27,15,11,0,18,10,31,15,16,12,18,28,11,22,18,29,26,29,24,28,29,27,30,27,27,14,16,16,19,13,20,15,12,30,12,31,31,15,14,29,33,12,15,52,27,18,25,28,28,13,28,20,30,31,29,18,34,26,27,15,31,30,16,25,29,13,17,8,15,19,31
Cliente_83,16,16,10,16,5,18,12,7,20,30,16,16,16,16,12,16,13,19,17,16,11,9,12,40,13,17,22,11,9,12,15,16,12,15,14,16,18,23,13,24,9,16,17,16,18,9,26,20,16,13,12,13,12,20,8,13,16,5,18,16,7,9,13,29,25,13,13,7,8,17,20,12,6,5,9,17,39,15,16,36,26,17,17,0,14,16,26,27,14,6,14,23,8,3,15,12,14,33,15,15,12,16,12,13,13,11,15,28,25,4,25,10,15,23,17,16,7,12,15,19,23,26,38,12,4,34,14,14,16,13,29,16,16,14,4,20,10,12,5,16,16,8,11,14,10,8,15,7,10,17
